trip,mark,length,weight,year,section,species
2,1,266,NA,2002,ScottyBrown,WCT
2,0,280,250,2002,ScottyBrown,WCT
2,1,305,NA,2002,ScottyBrown,WCT
2,0,198,70,2002,ScottyBrown,WCT
2,0,208,90,2002,ScottyBrown,WCT
2,0,332,340,2002,ScottyBrown,WCT
2,0,322,350,2002,ScottyBrown,WCT
2,0,328,360,2002,ScottyBrown,WCT
2,0,250,180,2002,ScottyBrown,WCT
2,0,200,80,2002,ScottyBrown,WCT
2,0,232,130,2002,ScottyBrown,WCT
2,0,345,370,2002,ScottyBrown,WCT
2,1,365,NA,2002,ScottyBrown,WCT
2,0,240,140,2002,ScottyBrown,WCT
2,0,168,60,2002,ScottyBrown,WCT
2,0,240,170,2002,ScottyBrown,WCT
2,0,380,490,2002,ScottyBrown,WCT
2,0,255,160,2002,ScottyBrown,WCT
2,0,388,407,2002,ScottyBrown,WCT
2,0,230,110,2002,ScottyBrown,WCT
2,0,178,60,2002,ScottyBrown,WCT
2,0,176,40,2002,ScottyBrown,WCT
2,0,200,60,2002,ScottyBrown,WCT
1,0,352,460,2004,ScottyBrown,WCT
1,0,292,260,2004,ScottyBrown,WCT
1,0,320,290,2004,ScottyBrown,WCT
1,0,410,705,2004,ScottyBrown,WCT
1,0,230,130,2004,ScottyBrown,WCT
1,0,155,40,2004,ScottyBrown,WCT
1,0,390,540,2004,ScottyBrown,WCT
1,0,235,120,2004,ScottyBrown,WCT
1,0,265,190,2004,ScottyBrown,WCT
1,0,415,790,2004,ScottyBrown,WCT
1,0,262,190,2004,ScottyBrown,WCT
1,0,355,425,2004,ScottyBrown,WCT
1,0,410,540,2004,ScottyBrown,WCT
1,0,425,645,2004,ScottyBrown,WCT
1,0,390,665,2004,ScottyBrown,WCT
1,0,252,175,2004,ScottyBrown,WCT
1,0,275,220,2004,ScottyBrown,WCT
1,0,332,510,2004,ScottyBrown,WCT
1,0,285,230,2004,ScottyBrown,WCT
1,0,305,340,2004,ScottyBrown,WCT
1,0,245,150,2004,ScottyBrown,WCT
1,0,396,540,2004,ScottyBrown,WCT
1,0,165,40,2004,ScottyBrown,WCT
1,0,170,50,2004,ScottyBrown,WCT
1,0,338,420,2004,ScottyBrown,WCT
1,0,330,345,2004,ScottyBrown,WCT
1,0,296,280,2004,ScottyBrown,WCT
1,0,345,430,2004,ScottyBrown,WCT
1,0,352,530,2004,ScottyBrown,WCT
1,0,280,230,2004,ScottyBrown,WCT
1,0,312,320,2004,ScottyBrown,WCT
1,0,238,120,2004,ScottyBrown,WCT
1,0,412,620,2004,ScottyBrown,WCT
1,0,335,400,2004,ScottyBrown,WCT
1,0,355,490,2004,ScottyBrown,WCT
1,0,362,500,2004,ScottyBrown,WCT
1,0,245,160,2004,ScottyBrown,WCT
1,0,267,210,2004,ScottyBrown,WCT
1,0,408,730,2004,ScottyBrown,WCT
1,0,356,460,2004,ScottyBrown,WCT
1,0,278,210,2004,ScottyBrown,WCT
1,0,370,465,2004,ScottyBrown,WCT
1,0,332,390,2004,ScottyBrown,WCT
1,0,280,240,2004,ScottyBrown,WCT
1,0,232,130,2004,ScottyBrown,WCT
1,0,308,290,2004,ScottyBrown,WCT
1,0,340,450,2004,ScottyBrown,WCT
1,0,272,180,2004,ScottyBrown,WCT
1,0,255,170,2004,ScottyBrown,WCT
1,0,400,530,2004,ScottyBrown,WCT
1,0,345,400,2004,ScottyBrown,WCT
1,0,285,230,2004,ScottyBrown,WCT
1,0,275,NA,2004,ScottyBrown,WCT
1,0,288,260,2004,ScottyBrown,WCT
1,0,260,180,2004,ScottyBrown,WCT
1,0,400,640,2004,ScottyBrown,WCT
1,0,320,325,2004,ScottyBrown,WCT
1,0,228,115,2004,ScottyBrown,WCT
1,0,338,390,2004,ScottyBrown,WCT
1,0,215,95,2004,ScottyBrown,WCT
1,0,298,280,2004,ScottyBrown,WCT
1,0,282,240,2004,ScottyBrown,WCT
1,0,272,205,2004,ScottyBrown,WCT
1,0,232,125,2004,ScottyBrown,WCT
1,0,265,220,2004,ScottyBrown,WCT
1,0,230,120,2004,ScottyBrown,WCT
1,0,298,300,2004,ScottyBrown,WCT
1,0,315,340,2004,ScottyBrown,WCT
1,0,270,300,2004,ScottyBrown,WCT
1,0,480,1170,2004,ScottyBrown,WCT
1,0,310,360,2004,ScottyBrown,WCT
1,0,280,200,2004,ScottyBrown,WCT
1,0,370,530,2004,ScottyBrown,WCT
1,0,280,200,2004,ScottyBrown,WCT
1,0,322,420,2004,ScottyBrown,WCT
1,0,230,125,2004,ScottyBrown,WCT
1,0,334,440,2004,ScottyBrown,WCT
1,0,298,NA,2004,ScottyBrown,WCT
1,0,380,530,2004,ScottyBrown,WCT
1,0,348,460,2004,ScottyBrown,WCT
1,0,255,160,2004,ScottyBrown,WCT
1,0,345,360,2004,ScottyBrown,WCT
1,0,298,290,2004,ScottyBrown,WCT
1,0,340,400,2004,ScottyBrown,WCT
1,0,420,700,2004,ScottyBrown,WCT
1,0,280,260,2004,ScottyBrown,WCT
1,0,248,140,2004,ScottyBrown,WCT
1,0,218,100,2004,ScottyBrown,WCT
1,0,268,200,2004,ScottyBrown,WCT
1,0,250,150,2004,ScottyBrown,WCT
1,0,248,130,2004,ScottyBrown,WCT
1,0,375,510,2004,ScottyBrown,WCT
1,0,385,580,2004,ScottyBrown,WCT
1,0,292,265,2004,ScottyBrown,WCT
1,0,336,420,2004,ScottyBrown,WCT
1,0,375,450,2004,ScottyBrown,WCT
1,0,272,185,2004,ScottyBrown,WCT
1,0,200,80,2004,ScottyBrown,WCT
1,0,332,400,2004,ScottyBrown,WCT
1,0,272,240,2004,ScottyBrown,WCT
1,0,305,290,2004,ScottyBrown,WCT
1,0,280,230,2004,ScottyBrown,WCT
1,0,385,565,2004,ScottyBrown,WCT
1,0,245,165,2004,ScottyBrown,WCT
1,0,280,240,2004,ScottyBrown,WCT
2,0,240,110,2004,ScottyBrown,WCT
2,1,395,NA,2004,ScottyBrown,WCT
2,0,280,240,2004,ScottyBrown,WCT
2,1,425,NA,2004,ScottyBrown,WCT
2,1,265,NA,2004,ScottyBrown,WCT
2,0,230,125,2004,ScottyBrown,WCT
2,0,292,220,2004,ScottyBrown,WCT
2,0,250,150,2004,ScottyBrown,WCT
2,0,340,490,2004,ScottyBrown,WCT
2,0,282,220,2004,ScottyBrown,WCT
2,0,338,360,2004,ScottyBrown,WCT
2,0,378,510,2004,ScottyBrown,WCT
2,0,325,370,2004,ScottyBrown,WCT
2,0,332,370,2004,ScottyBrown,WCT
2,1,314,NA,2004,ScottyBrown,WCT
2,0,185,70,2004,ScottyBrown,WCT
2,0,176,70,2004,ScottyBrown,WCT
2,0,338,430,2004,ScottyBrown,WCT
2,0,420,590,2004,ScottyBrown,WCT
2,0,212,120,2004,ScottyBrown,WCT
2,1,272,NA,2004,ScottyBrown,WCT
2,0,405,730,2004,ScottyBrown,WCT
2,1,420,NA,2004,ScottyBrown,WCT
2,0,372,500,2004,ScottyBrown,WCT
2,0,270,220,2004,ScottyBrown,WCT
2,1,233,NA,2004,ScottyBrown,WCT
2,1,276,NA,2004,ScottyBrown,WCT
2,1,280,NA,2004,ScottyBrown,WCT
2,0,330,400,2004,ScottyBrown,WCT
2,0,308,360,2004,ScottyBrown,WCT
2,0,402,730,2004,ScottyBrown,WCT
2,1,322,NA,2004,ScottyBrown,WCT
2,0,412,640,2004,ScottyBrown,WCT
2,0,385,580,2004,ScottyBrown,WCT
2,0,402,740,2004,ScottyBrown,WCT
2,1,325,NA,2004,ScottyBrown,WCT
2,0,345,365,2004,ScottyBrown,WCT
2,1,291,NA,2004,ScottyBrown,WCT
2,1,370,NA,2004,ScottyBrown,WCT
2,1,350,NA,2004,ScottyBrown,WCT
2,0,300,260,2004,ScottyBrown,WCT
2,0,415,680,2004,ScottyBrown,WCT
2,0,282,230,2004,ScottyBrown,WCT
2,0,340,370,2004,ScottyBrown,WCT
2,0,270,210,2004,ScottyBrown,WCT
2,0,380,560,2004,ScottyBrown,WCT
2,0,390,570,2004,ScottyBrown,WCT
2,0,408,620,2004,ScottyBrown,WCT
2,0,325,360,2004,ScottyBrown,WCT
2,0,355,490,2004,ScottyBrown,WCT
2,0,280,240,2004,ScottyBrown,WCT
2,0,295,295,2004,ScottyBrown,WCT
2,1,275,NA,2004,ScottyBrown,WCT
2,0,318,350,2004,ScottyBrown,WCT
2,0,190,60,2004,ScottyBrown,WCT
2,0,230,130,2004,ScottyBrown,WCT
2,1,330,NA,2004,ScottyBrown,WCT
2,0,161,40,2004,ScottyBrown,WCT
2,0,210,80,2004,ScottyBrown,WCT
2,0,189,70,2004,ScottyBrown,WCT
2,0,146,30,2004,ScottyBrown,WCT
2,1,335,NA,2004,ScottyBrown,WCT
2,0,280,230,2004,ScottyBrown,WCT
2,1,250,NA,2004,ScottyBrown,WCT
2,0,230,125,2004,ScottyBrown,WCT
2,1,413,NA,2004,ScottyBrown,WCT
2,0,338,410,2004,ScottyBrown,WCT
2,0,335,340,2004,ScottyBrown,WCT
2,0,307,300,2004,ScottyBrown,WCT
2,0,395,790,2004,ScottyBrown,WCT
2,0,232,120,2004,ScottyBrown,WCT
2,1,380,NA,2004,ScottyBrown,WCT
2,0,162,50,2004,ScottyBrown,WCT
2,0,172,55,2004,ScottyBrown,WCT
2,1,248,NA,2004,ScottyBrown,WCT
2,0,292,270,2004,ScottyBrown,WCT
2,0,282,240,2004,ScottyBrown,WCT
2,0,250,180,2004,ScottyBrown,WCT
2,0,172,55,2004,ScottyBrown,WCT
2,1,350,NA,2004,ScottyBrown,WCT
2,0,372,630,2004,ScottyBrown,WCT
2,0,428,780,2004,ScottyBrown,WCT
2,0,170,50,2004,ScottyBrown,WCT
2,0,290,295,2004,ScottyBrown,WCT
2,0,265,200,2004,ScottyBrown,WCT
2,0,318,350,2004,ScottyBrown,WCT
2,1,248,NA,2004,ScottyBrown,WCT
2,0,195,80,2004,ScottyBrown,WCT
2,0,210,90,2004,ScottyBrown,WCT
2,0,132,25,2004,ScottyBrown,WCT
2,0,342,450,2004,ScottyBrown,WCT
2,0,250,150,2004,ScottyBrown,WCT
2,0,172,45,2004,ScottyBrown,WCT
2,0,286,260,2004,ScottyBrown,WCT
2,0,262,260,2004,ScottyBrown,WCT
2,0,220,90,2004,ScottyBrown,WCT
2,1,283,NA,2004,ScottyBrown,WCT
2,1,235,NA,2004,ScottyBrown,WCT
2,1,272,NA,2004,ScottyBrown,WCT
2,1,285,NA,2004,ScottyBrown,WCT
2,0,343,380,2004,ScottyBrown,WCT
2,0,220,95,2004,ScottyBrown,WCT
2,1,302,NA,2004,ScottyBrown,WCT
2,0,350,460,2004,ScottyBrown,WCT
2,1,350,NA,2004,ScottyBrown,WCT
2,0,280,250,2004,ScottyBrown,WCT
2,0,360,470,2004,ScottyBrown,WCT
2,1,272,NA,2004,ScottyBrown,WCT
2,1,235,NA,2004,ScottyBrown,WCT
2,1,220,NA,2004,ScottyBrown,WCT
2,0,162,40,2004,ScottyBrown,WCT
2,0,375,610,2004,ScottyBrown,WCT
2,0,312,310,2004,ScottyBrown,WCT
2,0,290,240,2004,ScottyBrown,WCT
2,1,278,NA,2004,ScottyBrown,WCT
2,0,190,60,2004,ScottyBrown,WCT
2,0,208,80,2004,ScottyBrown,WCT
2,1,290,NA,2004,ScottyBrown,WCT
2,0,365,430,2004,ScottyBrown,WCT
2,0,280,220,2004,ScottyBrown,WCT
2,0,285,240,2004,ScottyBrown,WCT
2,0,300,325,2004,ScottyBrown,WCT
2,0,262,190,2004,ScottyBrown,WCT
2,0,332,410,2004,ScottyBrown,WCT
2,1,280,NA,2004,ScottyBrown,WCT
2,0,280,230,2004,ScottyBrown,WCT
1,0,300,295,2006,ScottyBrown,WCT
1,0,200,80,2006,ScottyBrown,WCT
1,0,365,440,2006,ScottyBrown,WCT
1,0,364,470,2006,ScottyBrown,WCT
1,0,420,700,2006,ScottyBrown,WCT
1,0,286,260,2006,ScottyBrown,WCT
1,0,330,400,2006,ScottyBrown,WCT
1,0,310,320,2006,ScottyBrown,WCT
1,0,330,400,2006,ScottyBrown,WCT
1,0,340,520,2006,ScottyBrown,WCT
1,0,355,380,2006,ScottyBrown,WCT
1,0,268,190,2006,ScottyBrown,WCT
1,0,180,50,2006,ScottyBrown,WCT
1,0,355,460,2006,ScottyBrown,WCT
1,0,420,660,2006,ScottyBrown,WCT
1,0,222,90,2006,ScottyBrown,WCT
1,0,402,810,2006,ScottyBrown,WCT
1,0,385,580,2006,ScottyBrown,WCT
1,0,367,540,2006,ScottyBrown,WCT
1,0,375,450,2006,ScottyBrown,WCT
1,0,417,720,2006,ScottyBrown,WCT
1,0,400,625,2006,ScottyBrown,WCT
1,0,315,325,2006,ScottyBrown,WCT
1,0,255,150,2006,ScottyBrown,WCT
1,0,352,405,2006,ScottyBrown,WCT
1,0,385,620,2006,ScottyBrown,WCT
1,0,211,90,2006,ScottyBrown,WCT
1,0,372,600,2006,ScottyBrown,WCT
1,0,320,325,2006,ScottyBrown,WCT
1,0,352,460,2006,ScottyBrown,WCT
1,0,262,140,2006,ScottyBrown,WCT
1,0,260,160,2006,ScottyBrown,WCT
1,0,315,350,2006,ScottyBrown,WCT
1,0,355,490,2006,ScottyBrown,WCT
1,0,400,780,2006,ScottyBrown,WCT
1,0,170,40,2006,ScottyBrown,WCT
1,0,300,265,2006,ScottyBrown,WCT
1,0,310,345,2006,ScottyBrown,WCT
1,0,420,740,2006,ScottyBrown,WCT
1,0,345,370,2006,ScottyBrown,WCT
1,0,382,565,2006,ScottyBrown,WCT
1,0,290,260,2006,ScottyBrown,WCT
1,0,362,540,2006,ScottyBrown,WCT
1,0,292,230,2006,ScottyBrown,WCT
1,0,230,110,2006,ScottyBrown,WCT
1,0,250,140,2006,ScottyBrown,WCT
1,0,242,140,2006,ScottyBrown,WCT
1,0,240,140,2006,ScottyBrown,WCT
1,0,240,145,2006,ScottyBrown,WCT
1,0,285,245,2006,ScottyBrown,WCT
1,0,274,240,2006,ScottyBrown,WCT
1,0,390,600,2006,ScottyBrown,WCT
1,0,364,545,2006,ScottyBrown,WCT
1,0,332,380,2006,ScottyBrown,WCT
1,0,245,150,2006,ScottyBrown,WCT
1,0,234,140,2006,ScottyBrown,WCT
1,0,360,450,2006,ScottyBrown,WCT
1,0,150,30,2006,ScottyBrown,WCT
1,0,260,190,2006,ScottyBrown,WCT
1,0,354,420,2006,ScottyBrown,WCT
1,0,400,680,2006,ScottyBrown,WCT
1,0,295,240,2006,ScottyBrown,WCT
1,0,262,200,2006,ScottyBrown,WCT
1,0,212,80,2006,ScottyBrown,WCT
1,0,270,180,2006,ScottyBrown,WCT
1,0,197,70,2006,ScottyBrown,WCT
1,0,180,45,2006,ScottyBrown,WCT
1,0,298,305,2006,ScottyBrown,WCT
1,0,442,1060,2006,ScottyBrown,WCT
1,0,350,480,2006,ScottyBrown,WCT
1,0,340,425,2006,ScottyBrown,WCT
1,0,270,210,2006,ScottyBrown,WCT
1,0,350,170,2006,ScottyBrown,WCT
1,0,310,280,2006,ScottyBrown,WCT
1,0,230,145,2006,ScottyBrown,WCT
1,0,234,140,2006,ScottyBrown,WCT
1,0,210,105,2006,ScottyBrown,WCT
1,0,324,420,2006,ScottyBrown,WCT
1,0,265,200,2006,ScottyBrown,WCT
1,0,270,205,2006,ScottyBrown,WCT
1,0,340,430,2006,ScottyBrown,WCT
1,0,285,250,2006,ScottyBrown,WCT
1,0,246,170,2006,ScottyBrown,WCT
1,0,280,210,2006,ScottyBrown,WCT
1,0,176,60,2006,ScottyBrown,WCT
1,0,220,145,2006,ScottyBrown,WCT
1,0,270,205,2006,ScottyBrown,WCT
1,0,342,420,2006,ScottyBrown,WCT
1,0,430,665,2006,ScottyBrown,WCT
1,0,370,540,2006,ScottyBrown,WCT
1,0,192,75,2006,ScottyBrown,WCT
2,0,402,610,2006,ScottyBrown,WCT
2,0,230,120,2006,ScottyBrown,WCT
2,0,408,590,2006,ScottyBrown,WCT
2,0,255,150,2006,ScottyBrown,WCT
2,0,162,40,2006,ScottyBrown,WCT
2,0,256,170,2006,ScottyBrown,WCT
2,0,322,310,2006,ScottyBrown,WCT
2,0,245,145,2006,ScottyBrown,WCT
2,0,202,80,2006,ScottyBrown,WCT
2,0,410,690,2006,ScottyBrown,WCT
2,0,360,490,2006,ScottyBrown,WCT
2,0,420,660,2006,ScottyBrown,WCT
2,0,322,310,2006,ScottyBrown,WCT
2,0,272,220,2006,ScottyBrown,WCT
2,0,160,50,2006,ScottyBrown,WCT
2,0,212,100,2006,ScottyBrown,WCT
2,0,384,680,2006,ScottyBrown,WCT
2,0,336,430,2006,ScottyBrown,WCT
2,0,284,240,2006,ScottyBrown,WCT
2,0,292,245,2006,ScottyBrown,WCT
2,0,232,120,2006,ScottyBrown,WCT
2,0,200,80,2006,ScottyBrown,WCT
2,0,185,50,2006,ScottyBrown,WCT
2,0,335,420,2006,ScottyBrown,WCT
2,0,335,390,2006,ScottyBrown,WCT
2,0,390,580,2006,ScottyBrown,WCT
2,0,335,410,2006,ScottyBrown,WCT
2,0,260,200,2006,ScottyBrown,WCT
2,0,260,200,2006,ScottyBrown,WCT
2,0,172,60,2006,ScottyBrown,WCT
2,0,245,185,2006,ScottyBrown,WCT
2,0,190,85,2006,ScottyBrown,WCT
2,0,172,70,2006,ScottyBrown,WCT
2,0,270,180,2006,ScottyBrown,WCT
2,0,155,50,2006,ScottyBrown,WCT
2,0,126,30,2006,ScottyBrown,WCT
2,0,166,50,2006,ScottyBrown,WCT
2,0,152,50,2006,ScottyBrown,WCT
2,0,153,45,2006,ScottyBrown,WCT
2,0,335,410,2006,ScottyBrown,WCT
2,0,300,280,2006,ScottyBrown,WCT
2,0,260,170,2006,ScottyBrown,WCT
2,0,350,425,2006,ScottyBrown,WCT
2,0,330,350,2006,ScottyBrown,WCT
2,0,222,130,2006,ScottyBrown,WCT
2,0,278,210,2006,ScottyBrown,WCT
2,0,210,110,2006,ScottyBrown,WCT
2,0,262,170,2006,ScottyBrown,WCT
2,0,232,145,2006,ScottyBrown,WCT
2,0,157,45,2006,ScottyBrown,WCT
2,0,245,170,2006,ScottyBrown,WCT
2,0,360,420,2006,ScottyBrown,WCT
2,0,235,140,2006,ScottyBrown,WCT
2,0,362,420,2006,ScottyBrown,WCT
2,0,385,630,2006,ScottyBrown,WCT
2,0,288,260,2006,ScottyBrown,WCT
2,0,338,450,2006,ScottyBrown,WCT
2,0,205,110,2006,ScottyBrown,WCT
2,0,175,80,2006,ScottyBrown,WCT
2,0,147,40,2006,ScottyBrown,WCT
2,0,258,200,2006,ScottyBrown,WCT
2,0,287,245,2006,ScottyBrown,WCT
2,0,300,295,2006,ScottyBrown,WCT
2,0,334,460,2006,ScottyBrown,WCT
2,0,262,180,2006,ScottyBrown,WCT
2,0,262,180,2006,ScottyBrown,WCT
2,0,285,215,2006,ScottyBrown,WCT
2,0,205,90,2006,ScottyBrown,WCT
2,0,370,500,2006,ScottyBrown,WCT
2,0,265,200,2006,ScottyBrown,WCT
2,0,392,615,2006,ScottyBrown,WCT
2,0,268,230,2006,ScottyBrown,WCT
2,0,256,180,2006,ScottyBrown,WCT
2,0,165,50,2006,ScottyBrown,WCT
2,0,345,430,2006,ScottyBrown,WCT
2,0,380,630,2006,ScottyBrown,WCT
2,0,210,90,2006,ScottyBrown,WCT
2,0,220,120,2006,ScottyBrown,WCT
2,0,310,380,2006,ScottyBrown,WCT
2,0,290,260,2006,ScottyBrown,WCT
2,0,310,320,2006,ScottyBrown,WCT
2,0,265,180,2006,ScottyBrown,WCT
2,0,255,180,2006,ScottyBrown,WCT
2,0,255,175,2006,ScottyBrown,WCT
2,0,145,40,2006,ScottyBrown,WCT
2,0,388,520,2006,ScottyBrown,WCT
2,0,303,325,2006,ScottyBrown,WCT
2,0,398,760,2006,ScottyBrown,WCT
2,0,265,230,2006,ScottyBrown,WCT
2,1,352,NA,2006,ScottyBrown,WCT
2,1,252,NA,2006,ScottyBrown,WCT
2,1,308,NA,2006,ScottyBrown,WCT
2,1,460,NA,2006,ScottyBrown,WCT
2,1,362,NA,2006,ScottyBrown,WCT
2,1,360,NA,2006,ScottyBrown,WCT
2,1,318,NA,2006,ScottyBrown,WCT
2,1,442,NA,2006,ScottyBrown,WCT
2,1,234,NA,2006,ScottyBrown,WCT
2,1,288,NA,2006,ScottyBrown,WCT
2,1,210,NA,2006,ScottyBrown,WCT
2,1,392,NA,2006,ScottyBrown,WCT
2,1,275,NA,2006,ScottyBrown,WCT
2,1,235,NA,2006,ScottyBrown,WCT
2,1,416,NA,2006,ScottyBrown,WCT
2,1,313,NA,2006,ScottyBrown,WCT
2,1,342,NA,2006,ScottyBrown,WCT
2,1,398,NA,2006,ScottyBrown,WCT
2,1,348,NA,2006,ScottyBrown,WCT
2,1,202,NA,2006,ScottyBrown,WCT
2,1,382,NA,2006,ScottyBrown,WCT
2,1,290,NA,2006,ScottyBrown,WCT
2,1,188,NA,2006,ScottyBrown,WCT
2,1,340,NA,2006,ScottyBrown,WCT
2,1,325,NA,2006,ScottyBrown,WCT
2,1,295,NA,2006,ScottyBrown,WCT
1,0,183,55,1989,Johnsrud,Bull
1,0,454,810,1989,Johnsrud,Bull
1,0,421,670,1989,Johnsrud,Bull
1,0,250,105,1989,Johnsrud,Bull
1,0,273,90,1989,Johnsrud,Bull
1,0,226,80,1989,Johnsrud,Bull
1,0,156,20,1989,Johnsrud,Bull
1,0,255,125,1989,Johnsrud,Bull
1,0,224,100,1989,Johnsrud,Bull
1,0,290,215,1989,Johnsrud,Bull
1,0,372,525,1989,Johnsrud,Bull
1,0,258,150,1989,Johnsrud,Bull
1,0,206,105,1989,Johnsrud,Bull
1,0,573,1775,1989,Johnsrud,Bull
1,0,435,890,1989,Johnsrud,Bull
1,0,206,70,1989,Johnsrud,Bull
2,1,423,NA,1989,Johnsrud,Bull
2,1,456,NA,1989,Johnsrud,Bull
2,1,248,NA,1989,Johnsrud,Bull
2,0,367,425,1989,Johnsrud,Bull
2,0,445,920,1989,Johnsrud,Bull
2,0,242,120,1989,Johnsrud,Bull
2,1,226,NA,1989,Johnsrud,Bull
2,0,143,40,1989,Johnsrud,Bull
2,0,228,140,1989,Johnsrud,Bull
2,1,212,NA,1989,Johnsrud,Bull
2,0,297,260,1989,Johnsrud,Bull
2,0,503,1375,1989,Johnsrud,Bull
1,0,228,70,1990,Johnsrud,Bull
1,0,374,545,1990,Johnsrud,Bull
1,0,350,400,1990,Johnsrud,Bull
1,0,244,110,1990,Johnsrud,Bull
1,0,555,2050,1990,Johnsrud,Bull
1,0,405,500,1990,Johnsrud,Bull
1,0,245,130,1990,Johnsrud,Bull
1,0,510,1240,1990,Johnsrud,Bull
1,0,400,725,1990,Johnsrud,Bull
1,0,378,540,1990,Johnsrud,Bull
1,0,245,150,1990,Johnsrud,Bull
1,0,349,500,1990,Johnsrud,Bull
1,0,275,200,1990,Johnsrud,Bull
2,0,363,520,1990,Johnsrud,Bull
2,1,233,NA,1990,Johnsrud,Bull
2,0,342,375,1990,Johnsrud,Bull
2,0,185,60,1990,Johnsrud,Bull
2,0,338,335,1990,Johnsrud,Bull
2,0,279,210,1990,Johnsrud,Bull
2,0,182,50,1990,Johnsrud,Bull
2,0,370,430,1990,Johnsrud,Bull
2,0,342,390,1990,Johnsrud,Bull
2,0,249,155,1990,Johnsrud,Bull
2,1,408,NA,1990,Johnsrud,Bull
2,1,250,NA,1990,Johnsrud,Bull
2,0,168,65,1990,Johnsrud,Bull
1,0,515,1200,1991,Johnsrud,Bull
1,0,395,540,1991,Johnsrud,Bull
1,0,228,95,1991,Johnsrud,Bull
1,0,490,990,1991,Johnsrud,Bull
1,0,333,400,1991,Johnsrud,Bull
1,0,388,570,1991,Johnsrud,Bull
1,0,335,330,1991,Johnsrud,Bull
1,0,252,145,1991,Johnsrud,Bull
1,0,530,NA,1991,Johnsrud,Bull
1,0,458,930,1991,Johnsrud,Bull
1,0,331,345,1991,Johnsrud,Bull
1,0,378,490,1991,Johnsrud,Bull
1,0,283,205,1991,Johnsrud,Bull
1,0,372,500,1991,Johnsrud,Bull
1,0,172,40,1991,Johnsrud,Bull
1,0,416,730,1991,Johnsrud,Bull
1,0,352,420,1991,Johnsrud,Bull
2,0,413,680,1991,Johnsrud,Bull
2,1,488,NA,1991,Johnsrud,Bull
2,1,338,NA,1991,Johnsrud,Bull
2,0,196,70,1991,Johnsrud,Bull
2,0,487,1430,1991,Johnsrud,Bull
2,0,355,440,1991,Johnsrud,Bull
2,0,240,110,1991,Johnsrud,Bull
2,1,462,NA,1991,Johnsrud,Bull
2,0,310,160,1991,Johnsrud,Bull
2,0,195,65,1991,Johnsrud,Bull
2,0,295,265,1991,Johnsrud,Bull
2,0,215,85,1991,Johnsrud,Bull
2,0,400,550,1991,Johnsrud,Bull
2,0,440,780,1991,Johnsrud,Bull
2,0,385,520,1991,Johnsrud,Bull
2,0,227,110,1991,Johnsrud,Bull
2,0,253,65,1991,Johnsrud,Bull
1,0,450,760,1993,Johnsrud,Bull
1,0,265,150,1993,Johnsrud,Bull
1,0,515,1535,1993,Johnsrud,Bull
1,0,498,1100,1993,Johnsrud,Bull
1,0,515,1310,1993,Johnsrud,Bull
1,0,368,420,1993,Johnsrud,Bull
1,0,265,160,1993,Johnsrud,Bull
1,0,301,225,1993,Johnsrud,Bull
1,0,655,NA,1993,Johnsrud,Bull
1,0,235,135,1993,Johnsrud,Bull
2,0,408,580,1993,Johnsrud,Bull
2,1,303,NA,1993,Johnsrud,Bull
2,0,220,90,1993,Johnsrud,Bull
2,0,280,190,1993,Johnsrud,Bull
2,0,215,165,1993,Johnsrud,Bull
2,0,416,600,1993,Johnsrud,Bull
2,0,306,255,1993,Johnsrud,Bull
2,1,447,NA,1993,Johnsrud,Bull
2,0,242,145,1993,Johnsrud,Bull
2,0,515,1180,1993,Johnsrud,Bull
2,0,394,530,1993,Johnsrud,Bull
1,0,27.75,4148,1996,Johnsrud,Bull
1,0,253,170,1996,Johnsrud,Bull
1,0,23.5,2182,1996,Johnsrud,Bull
1,0,19.3,1364,1996,Johnsrud,Bull
1,0,178,42,1996,Johnsrud,Bull
1,0,20.5,1477,1996,Johnsrud,Bull
1,0,351,408,1996,Johnsrud,Bull
1,0,191,50,1996,Johnsrud,Bull
1,0,107,6,1996,Johnsrud,Bull
1,0,357,430,1996,Johnsrud,Bull
1,0,270,160,1996,Johnsrud,Bull
1,0,599,2272,1996,Johnsrud,Bull
1,1,528,NA,1996,Johnsrud,Bull
1,0,28.5,NA,1996,Johnsrud,Bull
1,1,23.25,NA,1996,Johnsrud,Bull
1,0,158,40,1996,Johnsrud,Bull
1,0,485,1050,1998,Johnsrud,Bull
1,0,402,760,1998,Johnsrud,Bull
1,0,298,250,1998,Johnsrud,Bull
1,0,548,1300,1998,Johnsrud,Bull
1,0,740,NA,1998,Johnsrud,Bull
1,0,625,NA,1998,Johnsrud,Bull
1,0,522,1080,1998,Johnsrud,Bull
1,0,210,80,1998,Johnsrud,Bull
1,0,242,180,1998,Johnsrud,Bull
2,0,405,730,1998,Johnsrud,Bull
2,1,414,NA,1998,Johnsrud,Bull
2,0,155,40,1998,Johnsrud,Bull
2,0,464,970,1998,Johnsrud,Bull
2,0,465,1020,1998,Johnsrud,Bull
2,0,472,1090,1998,Johnsrud,Bull
2,0,410,625,1998,Johnsrud,Bull
2,0,266,170,1998,Johnsrud,Bull
2,0,482,1300,1998,Johnsrud,Bull
2,0,248,140,1998,Johnsrud,Bull
2,0,215,100,1998,Johnsrud,Bull
2,0,444,810,1998,Johnsrud,Bull
2,1,448,NA,1998,Johnsrud,Bull
1,0,398,670,2000,Johnsrud,Bull
1,0,370,520,2000,Johnsrud,Bull
